DATE,COE,GVA,WAGESHARE,INDUSTRY,MANUFACTURING
1997,2598,8697,0.3,1,0
1998,2737,9054,0.3,1,0
1999,2751,7943,0.35,1,0
2000,2785,7749,0.36,1,0
2001,2792,7666,0.36,1,0
2002,2572,7795,0.33,1,0
2003,2659,8789,0.3,1,0
2004,2769,9335,0.3,1,0
2005,3067,7142,0.43,1,0
2006,3154,7323,0.43,1,0
2007,3663,7786,0.47,1,0
2008,3682,9037,0.41,1,0
2009,3832,7500,0.51,1,0
2010,3942,9406,0.42,1,0
2011,4016,9054,0.44,1,0
2012,4147,9141,0.45,1,0
2013,4478,10341,0.43,1,0
2014,4417,10211,0.43,1,0
1997,156,267,0.58,2,0
1998,165,315,0.52,2,0
1999,162,276,0.59,2,0
2000,162,265,0.61,2,0
2001,173,320,0.54,2,0
2002,175,295,0.59,2,0
2003,174,318,0.55,2,0
2004,184,336,0.55,2,0
2005,193,337,0.57,2,0
2006,191,335,0.57,2,0
2007,195,391,0.5,2,0
2008,200,354,0.56,2,0
2009,207,365,0.57,2,0
2010,198,344,0.58,2,0
2011,190,315,0.6,2,0
2012,196,326,0.6,2,0
2013,124,223,0.56,2,0
2014,73,172,0.42,2,0
1997,52,418,0.12,3,0
1998,53,489,0.11,3,0
1999,57,404,0.14,3,0
2000,63,398,0.16,3,0
2001,64,340,0.19,3,0
2002,67,377,0.18,3,0
2003,71,355,0.2,3,0
2004,75,372,0.2,3,0
2005,80,439,0.18,3,0
2006,93,465,0.2,3,0
2007,103,481,0.21,3,0
2008,120,468,0.26,3,0
2009,112,472,0.24,3,0
2010,94,582,0.16,3,0
2011,92,489,0.19,3,0
2012,109,506,0.22,3,0
2013,134,529,0.25,3,0
2014,160,615,0.26,3,0
1997,530,1124,0.47,4,1
1998,440,399,1.1,4,1
1999,344,463,0.74,4,1
2000,337,420,0.8,4,1
2001,313,692,0.45,4,1
2002,319,499,0.64,4,1
2003,259,400,0.65,4,1
2004,196,218,0.9,4,1
2005,192,89,2.16,4,1
2006,188,213,0.88,4,1
2007,217,87,2.49,4,1
2008,252,433,0.58,4,1
2009,244,205,1.19,4,1
2010,238,993,0.24,4,1
2011,269,399,0.67,4,1
2012,263,359,0.73,4,1
2013,181,200,0.91,4,1
2014,142,125,1.14,4,1
1997,1216,13653,0.09,5,1
1998,1403,26528,0.05,5,1
1999,1404,13348,0.11,5,1
2000,1626,20248,0.08,5,1
2001,1683,18526,0.09,5,1
2002,1523,17839,0.09,5,1
2003,1448,17800,0.08,5,1
2004,1685,18522,0.09,5,1
2005,1842,22115,0.08,5,1
2006,2277,26521,0.09,5,1
2007,2856,25784,0.11,5,1
2008,2611,29846,0.09,5,1
2009,2510,21466,0.12,5,1
2010,3065,25134,0.12,5,1
2011,3383,26528,0.13,5,1
2012,3717,22151,0.17,5,1
2013,4004,21861,0.18,5,1
2014,3713,18534,0.2,5,1
1997,922,1685,0.55,6,1
1998,1007,2524,0.4,6,1
1999,1027,772,1.33,6,1
2000,1147,1596,0.72,6,1
2001,1120,1890,0.59,6,1
2002,1006,2007,0.5,6,1
2003,1021,1897,0.54,6,1
2004,1206,1799,0.67,6,1
2005,1329,2184,0.61,6,1
2006,1592,2135,0.75,6,1
2007,1566,2216,0.71,6,1
2008,1573,2399,0.66,6,1
2009,1436,2351,0.61,6,1
2010,1460,2128,0.69,6,1
2011,1558,2524,0.62,6,1
2012,1797,3077,0.58,6,1
2013,1808,2903,0.62,6,1
2014,1835,2861,0.64,6,1
1997,142,1559,0.09,7,1
1998,161,2669,0.06,7,1
1999,155,1241,0.12,7,1
2000,182,1973,0.09,7,1
2001,189,1814,0.1,7,1
2002,172,1946,0.09,7,1
2003,169,1908,0.09,7,1
2004,197,1906,0.1,7,1
2005,210,2271,0.09,7,1
2006,241,2227,0.11,7,1
2007,309,2227,0.14,7,1
2008,281,2889,0.1,7,1
2009,290,3211,0.09,7,1
2010,287,2134,0.13,7,1
2011,379,2669,0.14,7,1
2012,470,2811,0.17,7,1
2013,567,2406,0.24,7,1
2014,652,2286,0.29,7,1
1997,1999,2618,0.76,8,1
1998,2026,2866,0.71,8,1
1999,2050,2650,0.77,8,1
2000,2145,2744,0.78,8,1
2001,2144,2802,0.77,8,1
2002,2230,2810,0.79,8,1
2003,2327,3118,0.75,8,1
2004,2375,2958,0.8,8,1
2005,2175,2724,0.8,8,1
2006,2446,2810,0.87,8,1
2007,2416,2801,0.86,8,1
2008,2393,2714,0.88,8,1
2009,2528,2929,0.86,8,1
2010,2561,2858,0.9,8,1
2011,2613,2866,0.91,8,1
2012,2759,3273,0.84,8,1
2013,2849,3642,0.78,8,1
2014,2943,3700,0.8,8,1
1997,1275,1852,0.69,9,1
1998,1222,2639,0.46,9,1
1999,1275,1860,0.69,9,1
2000,1315,1933,0.68,9,1
2001,1324,1966,0.67,9,1
2002,1336,1876,0.71,9,1
2003,1447,2258,0.64,9,1
2004,1574,2056,0.77,9,1
2005,1778,2506,0.71,9,1
2006,1650,2146,0.77,9,1
2007,1681,2164,0.78,9,1
2008,1740,2138,0.81,9,1
2009,1827,2349,0.78,9,1
2010,2107,2625,0.8,9,1
2011,2199,2639,0.83,9,1
2012,2170,2691,0.81,9,1
2013,2199,2817,0.78,9,1
2014,2300,3002,0.77,9,1
1997,103,283,0.36,10,1
1998,114,267,0.43,10,1
1999,122,173,0.71,10,1
2000,148,202,0.73,10,1
2001,326,469,0.7,10,1
2002,318,513,0.62,10,1
2003,228,773,0.29,10,1
2004,212,221,0.96,10,1
2005,244,304,0.8,10,1
2006,229,273,0.84,10,1
2007,222,271,0.82,10,1
2008,191,308,0.62,10,1
2009,188,492,0.38,10,1
2010,244,402,0.61,10,1
2011,201,267,0.75,10,1
2012,166,275,0.6,10,1
2013,123,263,0.47,10,1
2014,148,301,0.49,10,1
1997,1091,1696,0.64,11,1
1998,1054,827,1.27,11,1
1999,1055,1506,0.7,11,1
2000,1057,1398,0.76,11,1
2001,1059,1377,0.77,11,1
2002,1136,1502,0.76,11,1
2003,1223,2014,0.61,11,1
2004,1137,1394,0.82,11,1
2005,949,1025,0.93,11,1
2006,892,1197,0.75,11,1
2007,893,1091,0.82,11,1
2008,847,667,1.27,11,1
2009,818,895,0.91,11,1
2010,814,744,1.09,11,1
2011,814,827,0.98,11,1
2012,788,1064,0.74,11,1
2013,741,1131,0.66,11,1
2014,785,1235,0.64,11,1
1997,425,671,0.63,12,1
1998,503,1016,0.5,12,1
1999,537,702,0.76,12,1
2000,556,719,0.77,12,1
2001,594,774,0.77,12,1
2002,668,865,0.77,12,1
2003,717,858,0.84,12,1
2004,825,980,0.84,12,1
2005,749,1347,0.56,12,1
2006,823,871,0.94,12,1
2007,816,758,1.08,12,1
2008,840,897,0.94,12,1
2009,848,1171,0.72,12,1
2010,901,1158,0.78,12,1
2011,816,1016,0.8,12,1
2012,861,1117,0.77,12,1
2013,887,1207,0.73,12,1
2014,897,1215,0.74,12,1
1997,2062,2793,0.74,13,1
1998,2141,3764,0.57,13,1
1999,2142,2727,0.79,13,1
2000,2240,2717,0.82,13,1
2001,2254,2675,0.84,13,1
2002,2292,2806,0.82,13,1
2003,2394,3215,0.74,13,1
2004,2594,3126,0.83,13,1
2005,2949,3655,0.81,13,1
2006,2999,3520,0.85,13,1
2007,3056,3314,0.92,13,1
2008,2693,3455,0.78,13,1
2009,2932,3706,0.79,13,1
2010,3175,3751,0.85,13,1
2011,3144,3764,0.84,13,1
2012,3087,3867,0.8,13,1
2013,3036,3815,0.8,13,1
2014,3095,3815,0.81,13,1
1997,2593,4462,0.58,14,1
1998,2639,5166,0.51,14,1
1999,2784,4465,0.62,14,1
2000,2981,4808,0.62,14,1
2001,3074,4871,0.63,14,1
2002,3230,5221,0.62,14,1
2003,3381,5660,0.6,14,1
2004,3486,5383,0.65,14,1
2005,3460,5351,0.65,14,1
2006,3793,5247,0.72,14,1
2007,3971,5305,0.75,14,1
2008,4152,5308,0.78,14,1
2009,4147,5097,0.81,14,1
2010,4094,5016,0.82,14,1
2011,4307,5166,0.83,14,1
2012,4265,5174,0.82,14,1
2013,4384,5912,0.74,14,1
2014,4315,6233,0.69,14,1
1997,662,1071,0.62,15,1
1998,631,635,0.99,15,1
1999,633,904,0.7,15,1
2000,591,822,0.72,15,1
2001,581,796,0.73,15,1
2002,567,809,0.7,15,1
2003,531,995,0.53,15,1
2004,571,815,0.7,15,1
2005,697,1091,0.64,15,1
2006,573,884,0.65,15,1
2007,420,500,0.84,15,1
2008,382,568,0.67,15,1
2009,486,763,0.64,15,1
2010,544,691,0.79,15,1
2011,490,635,0.77,15,1
2012,483,756,0.64,15,1
2013,483,839,0.58,15,1
2014,502,889,0.56,15,1
1997,1439,4242,0.34,16,1
1998,1453,4293,0.34,16,1
1999,1530,4438,0.34,16,1
2000,1493,4413,0.34,16,1
2001,1463,4012,0.36,16,1
2002,1570,4020,0.39,16,1
2003,1591,4144,0.38,16,1
2004,1734,3928,0.44,16,1
2005,1865,4215,0.44,16,1
2006,2000,4023,0.5,16,1
2007,2051,3834,0.53,16,1
2008,2002,4161,0.48,16,1
2009,1832,6005,0.31,16,1
2010,1820,4184,0.43,16,1
2011,1935,4293,0.45,16,1
2012,1813,4435,0.41,16,1
2013,1966,5075,0.39,16,1
2014,1968,5077,0.39,16,1
1997,210,842,0.25,17,1
1998,241,1287,0.19,17,1
1999,263,853,0.31,17,1
2000,284,898,0.32,17,1
2001,302,951,0.32,17,1
2002,291,891,0.33,17,1
2003,316,808,0.39,17,1
2004,438,928,0.47,17,1
2005,459,1124,0.41,17,1
2006,435,1046,0.42,17,1
2007,445,996,0.45,17,1
2008,436,1033,0.42,17,1
2009,469,1115,0.42,17,1
2010,505,1105,0.46,17,1
2011,510,1287,0.4,17,1
2012,508,1234,0.41,17,1
2013,549,1263,0.43,17,1
2014,528,1174,0.45,17,1
1997,2877,4062,0.71,18,1
1998,2958,2421,1.22,18,1
1999,2715,3115,0.87,18,1
2000,2614,3071,0.85,18,1
2001,2513,2949,0.85,18,1
2002,2164,2608,0.83,18,1
2003,1973,2303,0.86,18,1
2004,1904,2429,0.78,18,1
2005,1859,2270,0.82,18,1
2006,1970,2333,0.84,18,1
2007,1890,2317,0.82,18,1
2008,1949,2225,0.88,18,1
2009,1675,1922,0.87,18,1
2010,1711,2497,0.69,18,1
2011,1708,2421,0.71,18,1
2012,1799,2596,0.69,18,1
2013,1906,2753,0.69,18,1
2014,1830,2914,0.63,18,1
1997,2271,3618,0.63,19,1
1998,2336,1659,1.41,19,1
1999,2096,2418,0.87,19,1
2000,1940,2408,0.81,19,1
2001,1685,2179,0.77,19,1
2002,1243,1728,0.72,19,1
2003,1196,2029,0.59,19,1
2004,1100,1523,0.72,19,1
2005,1101,1432,0.77,19,1
2006,1183,1595,0.74,19,1
2007,1248,1687,0.74,19,1
2008,1216,1430,0.85,19,1
2009,1034,902,1.15,19,1
2010,1087,1580,0.69,19,1
2011,1045,1659,0.63,19,1
2012,1095,1678,0.65,19,1
2013,1263,2359,0.54,19,1
2014,1298,2502,0.52,19,1
1997,478,777,0.62,20,1
1998,476,627,0.76,20,1
1999,476,605,0.79,20,1
2000,429,614,0.7,20,1
2001,370,487,0.76,20,1
2002,317,461,0.69,20,1
2003,234,322,0.73,20,1
2004,190,321,0.59,20,1
2005,184,335,0.55,20,1
2006,237,401,0.59,20,1
2007,245,442,0.55,20,1
2008,220,575,0.38,20,1
2009,206,588,0.35,20,1
2010,215,524,0.41,20,1
2011,241,627,0.38,20,1
2012,274,570,0.48,20,1
2013,296,663,0.45,20,1
2014,254,540,0.47,20,1
1997,1335,2083,0.64,21,1
1998,1422,2122,0.67,21,1
1999,1397,2080,0.67,21,1
2000,1449,2133,0.68,21,1
2001,1485,2133,0.7,21,1
2002,1520,2341,0.65,21,1
2003,1617,2426,0.67,21,1
2004,1724,2668,0.65,21,1
2005,1703,2593,0.66,21,1
2006,1799,2424,0.74,21,1
2007,1901,2676,0.71,21,1
2008,1845,2714,0.68,21,1
2009,1558,2036,0.77,21,1
2010,1559,2281,0.68,21,1
2011,1592,2122,0.75,21,1
2012,1565,2368,0.66,21,1
2013,1681,2479,0.68,21,1
2014,1602,2581,0.62,21,1
1997,2671,4189,0.64,22,1
1998,2708,3558,0.76,22,1
1999,2800,3746,0.75,22,1
2000,2777,3601,0.77,22,1
2001,2702,3453,0.78,22,1
2002,2691,3625,0.74,22,1
2003,2619,3162,0.83,22,1
2004,2661,3591,0.74,22,1
2005,2674,3316,0.81,22,1
2006,2666,3255,0.82,22,1
2007,2660,3371,0.79,22,1
2008,2594,3581,0.72,22,1
2009,2668,3788,0.7,22,1
2010,2681,3631,0.74,22,1
2011,2650,3558,0.74,22,1
2012,2642,3748,0.7,22,1
2013,2895,4204,0.69,22,1
2014,2902,4254,0.68,22,1
1997,3292,5653,0.58,23,1
1998,3618,5032,0.72,23,1
1999,3938,5841,0.67,23,1
2000,4150,6480,0.64,23,1
2001,4208,6491,0.65,23,1
2002,4183,6675,0.63,23,1
2003,4203,5971,0.7,23,1
2004,4236,6521,0.65,23,1
2005,4344,6554,0.66,23,1
2006,4479,6663,0.67,23,1
2007,4434,6304,0.7,23,1
2008,4361,5733,0.76,23,1
2009,4193,4714,0.89,23,1
2010,3669,4885,0.75,23,1
2011,3534,5032,0.7,23,1
2012,3501,4962,0.71,23,1
2013,3314,4898,0.68,23,1
2014,3291,4618,0.71,23,1
1997,1468,2152,0.68,24,1
1998,1524,4207,0.36,24,1
1999,1619,2554,0.63,24,1
2000,1579,1825,0.87,24,1
2001,1549,1650,0.94,24,1
2002,1575,1965,0.8,24,1
2003,1698,1247,1.36,24,1
2004,2107,2613,0.81,24,1
2005,1620,2472,0.66,24,1
2006,1799,2538,0.71,24,1
2007,2282,3095,0.74,24,1
2008,2186,2536,0.86,24,1
2009,2509,5854,0.43,24,1
2010,2532,4446,0.57,24,1
2011,2576,4207,0.61,24,1
2012,2452,3769,0.65,24,1
2013,2115,2094,1.01,24,1
2014,2073,2054,1.01,24,1
1997,694,1134,0.61,25,1
1998,729,1303,0.56,25,1
1999,767,915,0.84,25,1
2000,787,935,0.84,25,1
2001,793,1017,0.78,25,1
2002,786,990,0.79,25,1
2003,790,1203,0.66,25,1
2004,861,1197,0.72,25,1
2005,873,1108,0.79,25,1
2006,926,1096,0.84,25,1
2007,866,1123,0.77,25,1
2008,840,1298,0.65,25,1
2009,785,1174,0.67,25,1
2010,814,1277,0.64,25,1
2011,908,1303,0.7,25,1
2012,922,1296,0.71,25,1
2013,963,1364,0.71,25,1
2014,997,1412,0.71,25,1
1997,1011,1790,0.56,26,1
1998,1067,1945,0.55,26,1
1999,1126,2010,0.56,26,1
2000,1150,2054,0.56,26,1
2001,1192,2143,0.56,26,1
2002,1105,2113,0.52,26,1
2003,1169,2250,0.52,26,1
2004,1200,2023,0.59,26,1
2005,1322,2336,0.57,26,1
2006,1452,2305,0.63,26,1
2007,1400,2106,0.66,26,1
2008,1413,2093,0.68,26,1
2009,1375,1976,0.7,26,1
2010,1474,2138,0.69,26,1
2011,1200,1945,0.62,26,1
2012,1286,1952,0.66,26,1
2013,1354,2147,0.63,26,1
2014,1333,2565,0.52,26,1
1997,1078,1854,0.58,27,1
1998,1126,1043,1.08,27,1
1999,1113,1975,0.56,27,1
2000,1170,1869,0.63,27,1
2001,1108,1658,0.67,27,1
2002,1154,1613,0.72,27,1
2003,1179,2010,0.59,27,1
2004,1200,1623,0.74,27,1
2005,1232,1558,0.79,27,1
2006,1323,1688,0.78,27,1
2007,1192,1603,0.74,27,1
2008,1049,1386,0.76,27,1
2009,1034,992,1.04,27,1
2010,897,1010,0.89,27,1
2011,898,1043,0.86,27,1
2012,1002,1410,0.71,27,1
2013,1087,1614,0.67,27,1
2014,1122,1691,0.66,27,1
1997,643,1159,0.55,28,1
1998,645,766,0.84,28,1
1999,663,1059,0.63,28,1
2000,656,968,0.68,28,1
2001,633,1091,0.58,28,1
2002,641,1156,0.55,28,1
2003,637,811,0.79,28,1
2004,553,1035,0.53,28,1
2005,572,1250,0.46,28,1
2006,601,1386,0.43,28,1
2007,591,1493,0.4,28,1
2008,577,1050,0.55,28,1
2009,488,839,0.58,28,1
2010,538,845,0.64,28,1
2011,517,766,0.67,28,1
2012,459,910,0.5,28,1
2013,490,1130,0.43,28,1
2014,551,1325,0.42,28,1
1997,2065,4086,0.51,29,1
1998,2092,1667,1.25,29,1
1999,2311,3622,0.64,29,1
2000,2278,3308,0.69,29,1
2001,2187,3465,0.63,29,1
2002,2269,3708,0.61,29,1
2003,2280,4185,0.54,29,1
2004,1848,2939,0.63,29,1
2005,1853,3968,0.47,29,1
2006,1907,3482,0.55,29,1
2007,1832,3128,0.59,29,1
2008,1657,2974,0.56,29,1
2009,1501,2375,0.63,29,1
2010,1587,3057,0.52,29,1
2011,1725,1667,1.03,29,1
2012,1641,1734,0.95,29,1
2013,1791,1992,0.9,29,1
2014,1694,2020,0.84,29,1
1997,526,867,0.61,30,1
1998,509,562,0.91,30,1
1999,503,904,0.56,30,1
2000,490,820,0.6,30,1
2001,493,834,0.59,30,1
2002,405,818,0.5,30,1
2003,504,1067,0.47,30,1
2004,437,928,0.47,30,1
2005,475,950,0.5,30,1
2006,505,903,0.56,30,1
2007,482,842,0.57,30,1
2008,490,825,0.59,30,1
2009,500,330,1.52,30,1
2010,308,452,0.68,30,1
2011,393,562,0.7,30,1
2012,429,733,0.59,30,1
2013,501,800,0.63,30,1
2014,521,809,0.64,30,1
1997,2119,6337,0.33,31,1
1998,2365,14059,0.17,31,1
1999,2432,6943,0.35,31,1
2000,2607,6937,0.38,31,1
2001,3105,8433,0.37,31,1
2002,2948,8362,0.35,31,1
2003,3394,9801,0.35,31,1
2004,3298,8233,0.4,31,1
2005,3463,8197,0.42,31,1
2006,3774,9543,0.4,31,1
2007,3595,9959,0.36,31,1
2008,4847,12704,0.38,31,1
2009,4435,13613,0.33,31,1
2010,4654,14249,0.33,31,1
2011,4711,14059,0.34,31,1
2012,4679,13088,0.36,31,1
2013,4705,13335,0.35,31,1
2014,4623,12810,0.36,31,1
1997,4552,7976,0.57,32,1
1998,5267,7237,0.73,32,1
1999,5474,7711,0.71,32,1
2000,5700,7476,0.76,32,1
2001,5794,7332,0.79,32,1
2002,5676,7533,0.75,32,1
2003,5763,7239,0.8,32,1
2004,5844,7228,0.81,32,1
2005,5829,7569,0.77,32,1
2006,5898,6819,0.86,32,1
2007,5978,7037,0.85,32,1
2008,5879,7160,0.82,32,1
2009,5749,7039,0.82,32,1
2010,5596,7096,0.79,32,1
2011,5626,7237,0.78,32,1
2012,5804,7733,0.75,32,1
2013,6094,8208,0.74,32,1
2014,6066,8190,0.74,32,1
1997,1213,2117,0.57,33,1
1998,1382,1877,0.74,33,1
1999,1376,1994,0.69,33,1
2000,1431,2081,0.69,33,1
2001,1421,2212,0.64,33,1
2002,1531,2331,0.66,33,1
2003,1642,2701,0.61,33,1
2004,1618,2117,0.76,33,1
2005,1649,2453,0.67,33,1
2006,1699,2190,0.78,33,1
2007,1778,2295,0.77,33,1
2008,1758,2382,0.74,33,1
2009,1655,1814,0.91,33,1
2010,1563,2029,0.77,33,1
2011,1480,1877,0.79,33,1
2012,1483,1915,0.77,33,1
2013,1492,1953,0.76,33,1
2014,1431,1931,0.74,33,1
1997,2040,3090,0.66,34,1
1998,2046,2411,0.85,34,1
1999,2047,2688,0.76,34,1
2000,2123,2825,0.75,34,1
2001,2095,2906,0.72,34,1
2002,2076,3010,0.69,34,1
2003,2135,2421,0.88,34,1
2004,2087,2821,0.74,34,1
2005,2138,2223,0.96,34,1
2006,2076,2629,0.79,34,1
2007,2148,2872,0.75,34,1
2008,2078,2802,0.74,34,1
2009,1967,2350,0.84,34,1
2010,1802,2303,0.78,34,1
2011,1660,2411,0.69,34,1
2012,1674,2357,0.71,34,1
2013,1708,2344,0.73,34,1
2014,1807,2612,0.69,34,1
1997,1908,2807,0.68,35,1
1998,2061,1582,1.3,35,1
1999,1912,2305,0.83,35,1
2000,1837,2249,0.82,35,1
2001,1756,2011,0.87,35,1
2002,1501,1699,0.88,35,1
2003,1460,1987,0.73,35,1
2004,1372,1304,1.05,35,1
2005,1379,1512,0.91,35,1
2006,1613,1963,0.82,35,1
2007,1499,2084,0.72,35,1
2008,1467,1800,0.82,35,1
2009,1340,506,2.65,35,1
2010,1180,1638,0.72,35,1
2011,1263,1582,0.8,35,1
2012,1339,1695,0.79,35,1
2013,1230,1643,0.75,35,1
2014,1185,1498,0.79,35,1
1997,1662,2503,0.66,36,1
1998,1711,1501,1.14,36,1
1999,1666,2005,0.83,36,1
2000,1603,2004,0.8,36,1
2001,1523,1860,0.82,36,1
2002,1419,1637,0.87,36,1
2003,1358,1160,1.17,36,1
2004,1354,1416,0.96,36,1
2005,1350,1285,1.05,36,1
2006,1365,1742,0.78,36,1
2007,1411,1874,0.75,36,1
2008,1216,1801,0.68,36,1
2009,1148,1391,0.83,36,1
2010,1115,1279,0.87,36,1
2011,1174,1501,0.78,36,1
2012,1082,1452,0.75,36,1
2013,1255,1781,0.7,36,1
2014,1323,1841,0.72,36,1
1997,345,718,0.48,37,1
1998,384,1385,0.28,37,1
1999,397,455,0.87,37,1
2000,401,699,0.57,37,1
2001,357,449,0.8,37,1
2002,362,386,0.94,37,1
2003,389,-113,-3.44,37,1
2004,484,806,0.6,37,1
2005,561,742,0.76,37,1
2006,658,777,0.85,37,1
2007,687,1102,0.62,37,1
2008,686,1602,0.43,37,1
2009,701,1411,0.5,37,1
2010,755,1384,0.55,37,1
2011,760,1385,0.55,37,1
2012,810,1939,0.42,37,1
2013,813,1947,0.42,37,1
2014,807,1957,0.41,37,1
1997,8216,11307,0.73,38,1
1998,9385,11557,0.81,38,1
1999,9472,11559,0.82,38,1
2000,9442,11730,0.8,38,1
2001,9353,11311,0.83,38,1
2002,9379,11331,0.83,38,1
2003,9457,11439,0.83,38,1
2004,9356,10853,0.86,38,1
2005,9547,12388,0.77,38,1
2006,9991,12198,0.82,38,1
2007,10240,12546,0.82,38,1
2008,10199,12847,0.79,38,1
2009,9149,10241,0.89,38,1
2010,9405,10658,0.88,38,1
2011,9583,11557,0.83,38,1
2012,10144,12436,0.82,38,1
2013,10865,13506,0.8,38,1
2014,11024,14495,0.76,38,1
1997,6027,10742,0.56,39,1
1998,6581,7379,0.89,39,1
1999,6671,10070,0.66,39,1
2000,6791,10139,0.67,39,1
2001,7216,8046,0.9,39,1
2002,6591,6970,0.95,39,1
2003,5990,4839,1.24,39,1
2004,5512,6410,0.86,39,1
2005,5789.05,6892,0.84,39,1
2006,5887,6649,0.89,39,1
2007,5552,6407,0.87,39,1
2008,5698,6988,0.82,39,1
2009,5794,7049,0.82,39,1
2010,5940,7568,0.78,39,1
2011,6070,7379,0.82,39,1
2012,6121,7916,0.77,39,1
2013,6252,8218,0.76,39,1
2014,6386,8630,0.74,39,1
1997,3629,5482,0.66,40,1
1998,3765,4648,0.81,40,1
1999,3774,5417,0.7,40,1
2000,3868,5325,0.73,40,1
2001,3769,5303,0.71,40,1
2002,3556,4784,0.74,40,1
2003,3445,5062,0.68,40,1
2004,3402,4374,0.78,40,1
2005,3462,4005,0.86,40,1
2006,3485,4533,0.77,40,1
2007,3425,4305,0.8,40,1
2008,3494,4887,0.71,40,1
2009,3584,4097,0.87,40,1
2010,3549,4517,0.79,40,1
2011,3570,4648,0.77,40,1
2012,3685,4681,0.79,40,1
2013,3677,4752,0.77,40,1
2014,3873,4624,0.84,40,1
1997,7057,11092,0.64,41,1
1998,7633,10995,0.69,41,1
1999,7632,10194,0.75,41,1
2000,7720,10520,0.73,41,1
2001,7652,9887,0.77,41,1
2002,7456,9656,0.77,41,1
2003,7425,7928,0.94,41,1
2004,7673,9418,0.81,41,1
2005,7582,9960,0.76,41,1
2006,7956,9769,0.81,41,1
2007,8039,9711,0.83,41,1
2008,8141,10630,0.77,41,1
2009,7757,6694,1.16,41,1
2010,7913,9262,0.85,41,1
